index,model,crystal_name,Oxy_site_label,Oxy_site_index,Oxy_vacancy_formation_energy,Oxy_vacancy_formation_energy_pre
29,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,As2O3,O1,10,3.803732819999718,4.396740913391113
30,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,As2O3,O1,11,3.803732819999718,4.396740913391113
31,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,As2Pb3O8,O3,18,3.1593086699998683,2.7253711223602295
32,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,As2Pb3O8,O3,19,3.1593086699998683,2.7253711223602295
33,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,As2Pb3O8,O3,20,3.1593086699998683,2.7253711223602295
34,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,As2Pb3O8,O3,21,3.1593086699998683,2.7253711223602295
35,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,As2PbO4,O4,24,4.114966009999998,4.157771110534668
36,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,As2PbO4,O4,25,4.114966009999998,4.157771110534668
37,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,As2PbO4,O4,26,4.114966009999998,4.157771110534668
38,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,As2PbO4,O4,27,4.114966009999998,4.157771110534668
39,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,18,3.179896900000026,3.501568555831909
40,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,19,3.179896900000026,3.501568555831909
41,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,20,3.179896900000026,3.501568555831909
42,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,21,3.179896900000026,3.50156831741333
43,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,24,3.179896900000026,3.501568555831909
44,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,25,3.179896900000026,3.50156831741333
45,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,26,3.179896900000026,3.501568555831909
46,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,27,3.179896900000026,3.501568555831909
47,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,30,3.179896900000026,3.501568555831909
48,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,31,3.179896900000026,3.501568555831909
49,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,32,3.179896900000026,3.50156831741333
50,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,33,3.179896900000026,3.50156831741333
51,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,36,3.179896900000026,3.50156831741333
52,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,37,3.179896900000026,3.501568555831909
53,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,38,3.179896900000026,3.50156831741333
54,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Au2O3,O2,39,3.179896900000026,3.50156831741333
55,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,B4PbO7,O3,14,7.705514119999984,6.455100059509277
56,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,B4PbO7,O3,15,7.705514119999984,6.455100059509277
57,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,B4PbO7,O3,16,7.705514119999984,6.455100059509277
58,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,B4PbO7,O3,17,7.705514119999984,6.455100059509277
59,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(AsO3)2,O1,12,3.8743983700000033,3.392669200897217
60,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(AsO3)2,O1,13,3.8743983700000033,3.392669200897217
61,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(AsO3)2,O1,14,3.8743983700000033,3.392669200897217
62,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(AsO3)2,O1,15,3.8743983700000033,3.392669200897217
63,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(AsO3)2,O1,24,3.8743983700000033,3.392669200897217
64,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(AsO3)2,O1,25,3.8743983700000033,3.392669200897217
65,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(AsO3)2,O1,26,3.8743983700000033,3.392669200897217
66,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(AsO3)2,O1,27,3.8743983700000033,3.392669200897217
67,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(SbO3)2,O1,3,4.173887470000077,4.13616418838501
68,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(SbO3)2,O1,4,4.173887470000077,4.13616418838501
69,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(SbO3)2,O1,5,4.173887470000077,4.13616418838501
70,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(SbO3)2,O1,6,4.173887470000077,4.13616418838501
71,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(SbO3)2,O1,7,4.173887470000077,4.13616418838501
72,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba(SbO3)2,O1,8,4.173887470000077,4.13616418838501
73,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2BiSbO6,O2,12,4.2369041600003445,4.135140895843506
74,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2BiSbO6,O2,13,4.2369041600003445,4.135140895843506
75,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2BiSbO6,O2,18,4.2369041600003445,4.135140895843506
76,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2BiSbO6,O2,19,4.2369041600003445,4.135140895843506
77,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,48,3.717245909999869,3.763432264328003
78,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,49,3.717245909999869,3.763432264328003
79,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,50,3.717245909999869,3.763432264328003
80,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,51,3.717245909999869,3.763432264328003
81,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,52,3.717245909999869,3.763432025909424
82,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,53,3.717245909999869,3.763432264328003
83,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,55,3.717245909999869,3.763432025909424
84,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,59,3.717245909999869,3.763432025909424
85,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,60,3.717245909999869,3.763432025909424
86,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,61,3.717245909999869,3.763432264328003
87,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,62,3.717245909999869,3.763432264328003
88,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,63,3.717245909999869,3.763432025909424
89,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,64,3.717245909999869,3.763432025909424
90,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,65,3.717245909999869,3.763432025909424
91,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,67,3.717245909999869,3.763432025909424
92,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,71,3.717245909999869,3.763432025909424
93,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,72,3.717245909999869,3.763432025909424
94,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,73,3.717245909999869,3.763432025909424
95,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,74,3.717245909999869,3.763432025909424
96,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,75,3.717245909999869,3.763432025909424
97,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,76,3.717245909999869,3.763432025909424
98,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,77,3.717245909999869,3.763432025909424
99,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,79,3.717245909999869,3.763432264328003
100,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,83,3.717245909999869,3.763432025909424
101,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,84,3.717245909999869,3.763432025909424
102,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,85,3.717245909999869,3.763432025909424
103,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,86,3.717245909999869,3.763432025909424
104,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,87,3.717245909999869,3.763432025909424
105,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,88,3.717245909999869,3.763432025909424
106,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,89,3.717245909999869,3.763432025909424
107,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,91,3.717245909999869,3.763432025909424
108,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Ca(PdO2)3,O1,95,3.717245909999869,3.763432025909424
109,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Cd(BO3)2,O2,14,5.9508238299998855,6.114514350891113
110,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Cd(BO3)2,O2,15,5.9508238299998855,6.114514350891113
111,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Cd(BO3)2,O2,20,5.9508238299998855,6.114514350891113
112,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Cd(BO3)2,O2,21,5.9508238299998855,6.1145148277282715
113,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2HfO4,O1,6,7.200717550000158,7.298291206359863
114,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2HfO4,O1,7,7.200717550000158,7.298291206359863
115,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2HfO4,O1,10,7.200717550000158,7.298291206359863
116,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2HfO4,O1,11,7.200717550000158,7.298291206359863
117,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2InCuO4,O2,6,4.832203469999863,4.19456672668457
118,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2InCuO4,O2,7,4.832203469999863,4.19456672668457
119,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,12,5.099380580000011,5.087626934051514
120,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,13,5.099380580000011,5.087627410888672
121,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,14,5.099380580000011,5.087626934051514
122,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,15,5.099380580000011,5.087627410888672
123,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,16,5.099380580000011,5.087626934051514
124,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,17,5.099380580000011,5.087627410888672
125,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,18,5.099380580000011,5.087627410888672
126,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,19,5.099380580000011,5.087626934051514
127,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,20,5.099380580000011,5.087627410888672
128,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,21,5.099380580000011,5.087626934051514
129,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,22,5.099380580000011,5.087626934051514
130,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,23,5.099380580000011,5.087626934051514
131,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,24,5.099380580000011,5.087626934051514
132,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,25,5.099380580000011,5.087626934051514
133,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,26,5.099380580000011,5.087626934051514
134,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,27,5.099380580000011,5.087626934051514
135,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,28,5.099380580000011,5.087626934051514
136,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2LaSbO6,O1,29,5.099380580000011,5.087627410888672
137,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2MgGe2O7,O2,12,4.128461550000006,4.061430931091309
138,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2MgGe2O7,O2,13,4.128461550000006,4.061430931091309
139,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2MgGe2O7,O2,14,4.128461550000006,4.061430931091309
140,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2MgGe2O7,O2,15,4.128461550000006,4.061430931091309
141,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Sc2O5,O1,8,6.83587153999998,7.302937984466553
142,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2Sc2O5,O1,13,6.83587153999998,7.302938461303711
143,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2SiO4,O2,20,6.604304899999884,6.765861988067627
144,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2SiO4,O2,21,6.604304899999884,6.765862464904785
145,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2SiO4,O2,22,6.604304899999884,6.765861988067627
146,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2SiO4,O2,23,6.604304899999884,6.765861988067627
147,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2TaBiO6,O2,11,5.368877180000149,5.650663375854492
148,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2TaBiO6,O2,13,5.368877180000149,5.650663375854492
149,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2TaBiO6,O2,17,5.368877180000149,5.650663375854492
150,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2TaBiO6,O2,19,5.368877180000149,5.650663375854492
151,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2TiO4,O2,16,6.696197500000048,6.441088676452637
152,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2TiO4,O2,17,6.696197500000048,6.441088676452637
153,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2TiO4,O2,18,6.696197500000048,6.441088676452637
154,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2TiO4,O2,19,6.696197500000048,6.441088676452637
155,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2ZnGe2O7,O1,10,4.265697030000078,4.530717372894287
156,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2ZnGe2O7,O1,11,4.265697030000078,4.530717372894287
157,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2ZnO3,O3,30,5.245235299999999,6.059978485107422
158,.\result_GPU\split_by_vacancies\0\trainloss0.305839523056732_testmaeloss0.47129014170800654_modeldict.pth,Ba2ZnO3,O3,35,5.245235299999999,6.059978485107422
